name,full_name,born
Clay Pell,Herbert Claiborne Pell IV,1981-11-17 00:00:00
Clay D. Land,,1960-03-24 00:00:00
Clay Ingram,,1978-02-05 00:00:00
Clay Johnson,,1946/1947 (age 75–76)
Clay Sell,Jeffrey Clay Sell,1967-04-28 00:00:00
Clayton Forsey,,"August 21, 1953"
Clayton Christensen,Clayton Magleby Christensen,1952-04-06 00:00:00
Clay Shaw,Eugene Clay Shaw Jr.,1939-04-19 00:00:00
Clayton Wesley Hodgson,,20 March 1897
A. Clayton Spencer,Ava Clayton Spencer,1954-12-15 00:00:00
Clayton Luckie,,1963-06-09 00:00:00
Clayton Yeutter,Clayton Keith Yeutter,1930-12-10 00:00:00
Clayton Yeutter,Clayton Keith Yeutter,1930-12-10 00:00:00
The Lord Cledwyn of Penrhos,,14 September 1916
Cleanth Brooks,,"October 16, 1906"
Clem Hawke,Arthur Clarence Hawke,1898-03-05 00:00:00
The Lord Cledwyn of Penrhos,,14 September 1916
Clem McSpadden,,1925-11-09 00:00:00
Clement Biddle,,1740-05-10 00:00:00
Clem Shaver,Clement Lawrence Shaver,1867-01-22 00:00:00
Clement Comer Clay,,1789-12-17 00:00:00
Clement Clay,Clement Claiborne Clay,1816-12-13 00:00:00
Clement Davies,,19 February 1884
Clement Dorsey,,1778
Clement Freud,Clemens Rafael Freud,1924-04-24 00:00:00
"Clarence V. ""Clay"" Ford",,1938-09-24 00:00:00
Clement Hall Sinnickson,,"September 16, 1834"
Clement Haynsworth,,1912-10-30 00:00:00
Clement Sulivane,,"August 20, 1838"
Clement Storer,,1760-09-20 00:00:00
Clement E. Warner,,1836-02-23 00:00:00
Clement Woodnutt Miller,,1916-10-28 00:00:00
Clemente Ruiz Nazario,,1896-11-23 00:00:00
The Baroness Spencer-Churchill,Clementine Ogilvy Hozier,1885-04-01 00:00:00
Cleo Powell,Cleo Elaine Powell,1957-01-12 00:00:00
Cleon H. Turner,,1945-12-29 00:00:00
,,1883-12-10 00:00:00
Cletus J. Vanderperren,,1912-03-04 00:00:00
Cleo Powell,Cleo Elaine Powell,1957-01-12 00:00:00
Cleve Benedict,Cleveland Keith Benedict,1935-03-21 00:00:00
Cleveland Dear Sr.,,1888-08-22 00:00:00
Clement Vallandigham,Clement Laird Vallandigham,1820-07-29 00:00:00
Cliff Clevenger,,1885-08-20 00:00:00
Clement Kofi Humado,,1953-12-18 00:00:00
Cleveland M. Bailey,,1886-07-15 00:00:00
Cliff Davidson,,1941-01-07 00:00:00
Cliff Durant,Russell Clifford Durant,1890-11-26 00:00:00
Cliff Hayes Jr.,Clifton Eugene Hayes Jr.,1967-10-11 00:00:00
Cliff Larsen,,1942/1943 (age 78–79)
Cliff Rosenberger,,1981-04-23 00:00:00
Cliff Hite,,1954-09-04 00:00:00
Sir Cliff Skeggs,Clifford George Skeggs,1931-03-19 00:00:00
Cliff Seagroves,Clifton C. Seagroves,
Cliff Robertson,Clifford Parker Robertson III,1923-09-09 00:00:00
Cliffard D. Carlson,,1915-12-30 00:00:00
Clifford A. Jones,,1912-02-19 00:00:00
Cliff Stearns,Clifford Bundy Stearns,1941-04-16 00:00:00
Clifford Dupont,,6 December 1905
Clifford Alexander,Clifford Leopold Alexander Jr.,1933-09-21 00:00:00
Clifford B. Janey,,"June 28, 1946"
Clifford C. Ireland,,1878-02-14 00:00:00
Clifford Johnson,,1954 (age 67–68)
Clifford Durr,Clifford Judkins Durr,1899-03-02 00:00:00
Clifford E. Randall,,"December 25, 1876"
Clifford Furnas,,"October 24, 1900"
Clifford Francis Brown,,1916-01-21 00:00:00
Clifford McIntire,,1908-05-04 00:00:00
Clifford Gray,,1940-05-31 00:00:00
Clifford Gray,,1940-05-31 00:00:00
Clifford Geertz,,1926-08-23 00:00:00
Cliff Finch,Charles Clifton Finch,1927-04-04 00:00:00
Clifford Hansen,Clifford Peter Hansen,1912-10-16 00:00:00
Clifford Krueger,,1918-06-24 00:00:00
"Clifford ""Doc"" Rogers",,1897-12-20 00:00:00
Clifford Hart,,1961 (age 60–61)
Clifford McIntire,,1908-05-04 00:00:00
Clifford Lee Lord,,1912-09-04 00:00:00
Clifford L. Stanley,,1947-03-31 00:00:00
Clifford Patrick O'Sullivan,Clifford Patrick O'Sullivan,1897-12-08 00:00:00
Clifford Marshall,,1937-12-14 00:00:00
Sir Clifford Richmond,Clifford Parris Richmond,1914-06-23 00:00:00
Clifford R. Hope,,1893-06-09 00:00:00
Clifford P. Case,Clifford Philip Case Jr.,1904-04-16 00:00:00
Clifford W. Taylor,,1942-11-09 00:00:00
Clifford Scott Green,Clifford Scott Green,1923-04-02 00:00:00
Clifford W. Taylor,,1942-11-09 00:00:00
Clifford Ross Powell,,1893-07-26 00:00:00
Clifford Wilcock,,1898-04-28 00:00:00
Clifford Walker,,1877-07-04 00:00:00
Clifton Clagett,,1762-12-03 00:00:00
Clifton Daniel,Elbert Clifton Daniel Jr.,1912-09-19 00:00:00
Clifton Alexander Woodrum,,"April 27, 1887"
Clifford Hardin,,1915-10-09 00:00:00
Clifton Bailey Beach,,1845-09-16 00:00:00
Clifton L. Corker,,1967 (age 54–55)
Clifton Mathews,Clifton Mathews,1880-02-12 00:00:00
Clifton Reginald Wharton Sr.,Clifton Reginald Wharton,1899-05-11 00:00:00
Clifton Breckinridge,Clifton Rodes Breckinridge,1846-11-22 00:00:00
Clifton Reginald Wharton Jr.,,1926-09-13 00:00:00
Clifton Maloney,Clifton Harlan Wells Maloney,1937-10-15 00:00:00
Clint Bolick,,1957-12-26 00:00:00
Sir Clifton Webb,Thomas Clifton Webb,8 March 1889
Clifton Truman Daniel,,1957-06-05 00:00:00
Clifton Rhodes Bratcher,Clifton Rhodes Bratcher,1917-12-23 00:00:00
Clint Stennett,,1956-10-01 00:00:00
Clinton Dotson McKinnon,,1906-02-05 00:00:00
Clint Howard,Clinton Engle Howard,1959-04-20 00:00:00
Clinton D. MacDougall,Clinton Dugald MacDougall,"June 14, 1839"
Clinton Amos Clauson,,1895-03-28 00:00:00
Clinton D. Vernon,,1907-04-22 00:00:00
Clinton Fernandes,,1971
Clinton Babbitt,,"November 16, 1831"
Clinton Anderson,Clinton Presba Anderson,1895-10-23 00:00:00
Clinton Anderson,Clinton Presba Anderson,1895-10-23 00:00:00
Clinton L. Merriam,,1824-03-25 00:00:00
Clinton Miller,Isaac Clinton Miller,1939-05-24 00:00:00
Clinton Woodbury Howard,Clinton Woodbury Howard,1864-07-25 00:00:00
Clio Maria Bittoni,,1934-11-10 00:00:00
Clive Beadon,,15 April 1919
Clive Betts,Clive James Charles Betts,1950-01-13 00:00:00
Clive Bossom,,
Clive Stoneham,Clive Philip Stoneham,1909-04-12 00:00:00
Clive L. DuVal II,Clive Livingston Du Val II,1912-06-20 00:00:00
Clive Lewis,Clive Anthony Lewis,1971-09-11 00:00:00
Clive Efford,Clive Stanley Efford,1958-07-10 00:00:00
Sir Clive Loader,,1953-09-24 00:00:00
The Lord Wigram,,1873-07-05 00:00:00
The Lord Soley,,1939-05-07 00:00:00
Clover Moore,Clover Margaret Collins,1945-10-22 00:00:00
Cloves Campbell Jr.,,
,,1928-03-19 00:00:00
The Lord Soley,,1939-05-07 00:00:00
Clyde Ballard,,1936-06-08 00:00:00
Cloyd A. Porter,,1935-05-22 00:00:00
Clyde Leonard Carr,,14 January 1886
Clyde Cameron,,1913-02-11 00:00:00
Clyde Gilman Doyle,,1887-07-11 00:00:00
Clyde H. Hamilton,Clyde Henry Hamilton,1934-02-08 00:00:00
Clyde Holding,,1931-04-27 00:00:00
Clyde Howard Tavenner,,1882-02-04 00:00:00
Clyde Jackman,,1954-12-21 00:00:00
Clyde Frederick Shannon Jr.,Clyde Frederick Shannon Jr.,1942 (age 79–80)
Cylde Evans,,1938-06-26 00:00:00
Clyde Kluckhohn,,1905-01-11 00:00:00
Clyde L. Miller,,1910-01-01 00:00:00
Clyde R. Dengler,,"May 10, 1899"
Clyde Roark Hoey,,1877-12-11 00:00:00
Clyde L. Herring,Clyde LaVerne Herring,1879-05-03 00:00:00
Clyde M. Reed,,1871-10-19 00:00:00
Clyde Tingley,,1881-01-05 00:00:00
Clyde Vanel,,"June 19, 1974"
Clyde T. Ellis,,1908-12-21 00:00:00
Clyde Williams,,
Clyde S. Cahill Jr.,Clyde Sylvester Cahill Jr.,1923-04-09 00:00:00
Co Verdaas,Johannes Cornelis Verdaas,1966-08-05 00:00:00
,,
Cody Horlacher,,1987-04-10 00:00:00
,,
Cody Keenan,,1980/1981 (age 41–42)
Coe Isaac Crawford,,1858-01-14 00:00:00
Cody Vasut,Cody Thane Vasut,1987-08-13 00:00:00
Cokie Roberts,Mary Martha Corinne Morrison Claiborne Boggs,1943-12-27 00:00:00
Cole Wist,,1962-12-24 00:00:00
Coke R. Stevenson,,1888-03-20 00:00:00
Coleman Hicks,,1943-04-26 00:00:00
Coleman Young,Coleman Alexander Young,1918-05-24 00:00:00
Coleman W. Avery,,1880-02-22 00:00:00
Coleman Yeatts,Coleman Bennett Yeatts,1908-10-31 00:00:00
Colette Rosatti,,
Coleman Blease,,"October 8, 1868"
Colgate Darden,Colgate Whitehead Darden Jr.,1897-02-11 00:00:00
The Lord Boyd of Duncansby,Colin Boyd,1953-06-07 00:00:00
Coleman Blease,,"October 8, 1868"
Colin Clark,Colin James Clark,1969-05-20 00:00:00
Colin Carrie,,1962-04-11 00:00:00
Colin Cameron,,"September 28, 1896"
Colin Fraser,,1978-07-27 00:00:00
Colin G. Campbell,Colin Goetze Campbell,1935-11-03 00:00:00
Colin Barnett,Colin James Barnett,1950-07-15 00:00:00
Colin Hanks,,1977-11-24 00:00:00
Colin Gilray,Colin Macdonald Gilray,1885-03-17 00:00:00
Colin Gabelmann,,1944-02-11 00:00:00
Sir Colin Thomas Hannah,,22 December 1914
Colin Kahl,,", U.S."
Colin Hansen,,1952
Colin M. Simpson,,1959-03-05 00:00:00
Colin Macrae Ingersoll,,1819-03-11 00:00:00
Sir Colin Maiden,Colin James Maiden,1933-05-05 00:00:00
Colin Maclaurin,,February 1698
Colin Lucas,,1940-08-25 00:00:00
Colin McGinn,,1950-03-10 00:00:00
,,13 July 1903
Colin Moyle,Colin James Moyle,1929-06-18 00:00:00
The Lord Moynihan,,1955-09-13 00:00:00
The Lord Moynihan,,1955-09-13 00:00:00
Colin P. Campbell,,1877-07-03 00:00:00
Colin Neblett,Colin Neblett,1875-07-06 00:00:00
Colin S. Bruce,,1965-09-17 00:00:00
Colin Smyth,,November 1972 (age 49)
Colin Thatcher,Wilbert Colin Thatcher,1938-08-25 00:00:00
Sir Colin Thornton-Kemsley,,1903-09-02 00:00:00
Colleen Barros,,
Colin Powell,Colin Luther Powell,1937-04-05 00:00:00
,,
Colleen Callahan Burns,,
Colleen House,,1952-03-17 00:00:00
Colleen Kollar-Kotelly,Colleen Constance Kollar,1943-04-17 00:00:00
Colleen Madigan Lachowicz,,"January 22, 1964"
Colin Clark,,1932-10-09 00:00:00
Colleen M. O'Toole,,
Colleen Hanabusa,Colleen Wakako Hanabusa,1951-05-04 00:00:00
Colleen McMahon,,1951-07-18 00:00:00
Colleen Zahn,,1973-10-07 00:00:00
Collette Lyons,,"October 3, 1908"
Colleen Burton,,1958-04-19 00:00:00
Colleen Sullivan-Leonard,,1959 (age 62–63)
Collins J. Seitz,Collins Jacques Seitz,1914-06-20 00:00:00
Colm Connolly,Colm Felix Connolly,1964 (age 57–58)
Colm Markey,,1972-01-03 00:00:00
Col. Peter A. Porter,Peter Augustus Porter,1827-07-14 00:00:00
Colton Fraser Leblanc,,1992
,,
Columba Bush,Columba Garnica Gallo,1953-08-17 00:00:00
Columbus Delano,,1809-06-04 00:00:00
Comfort Sands,,"February 26, 1748"
Compton I. White Jr.,Compton Ignatius White Jr.,1920-12-19 00:00:00
Comte de Buffon,Georges-Louis Leclerc,1707-09-07 00:00:00
Con Chellis,,1978-11-16 00:00:00
Conal Gregory,Conal Robert Gregory,1947-03-11 00:00:00
Conchita Dapena,María Concepción Dapena Quiñones,1913-11-08 00:00:00
Ohm Collins Chabane,Ohm Collins Chabane,1960-04-15 00:00:00
Connally Findlay Trigg,Connally Findlay Trigg,1810-03-08 00:00:00
Connie Conway,,1950-09-25 00:00:00
Connie Binsfeld,Connie Berube,1924-04-18 00:00:00
Connie G. Maine,,1942-10-28 00:00:00
Connie Lawson,,1949-04-20 00:00:00
Connie Ladenburg,,
Connie Levi,,August 1939
Connie Hedegaard,,1960-10-15 00:00:00
Connie Leyva,,1967-02-19 00:00:00
Condoleezza Rice,,1954-11-14 00:00:00
Connie Bernardy,,1963-02-26 00:00:00
Connie McCready,,1921-08-20 00:00:00
Connie Mack III,Cornelius Alexander McGillicuddy III,1940-10-29 00:00:00
,,
Connie McHugh,,1938-12-08 00:00:00
Connie Mack IV,Cornelius Harvey McGillicuddy,1967-08-12 00:00:00
Connie Palmen,,1955-11-25 00:00:00
Connie Schultz,,1957-07-21 00:00:00
Conor Burns,,1972-09-24 00:00:00
Connie Morella,Constance Albanese,1931-02-12 00:00:00
Conrad Baker,,"February 12, 1817"
Conrad Burns,Conrad Ray Burns,1935-01-25 00:00:00
Conor McGinn,,1984-07-31 00:00:00
Conrad Elvehjem,,1901-05-27 00:00:00
Conrad Hilton,Conrad Nicholson Hilton,1887-12-25 00:00:00
,,
Conrad K. Cyr,Conrad Keefe Cyr,1931-12-09 00:00:00
Conrad F. Becker,,"November 12, 1905"
Conrad N. Jordan,,1830-04-20 00:00:00
Conrad Hilton Jr.,Conrad Nicholson Hilton Jr.,1926-07-06 00:00:00
Conrad P. Olson,,"September 4, 1882"
The Earl Russell,,1937-04-15 00:00:00
Constance A. Howard,,1942-12-14 00:00:00
Constance Horner,Constance Joan McNeely,1942-02-24 00:00:00
Conrad Shearer,,1873-10-18 00:00:00
Constance Berry Newman,,1935-07-08 00:00:00
Constance Lewis,Constance Edwina Cornwallis-West,1877-05-16 00:00:00
Constance Cary Harrison,,Constance Fairfax Cary
Constance Bennett,Constance Campbell Bennett,1904-10-22 00:00:00
Constance Lewis,Constance Edwina Cornwallis-West,1877-05-16 00:00:00
Connie Johnson,Constance Nevlin Johnson,1952-05-11 00:00:00
Constance Lloyd,,1858-01-02 00:00:00
Constance Lewis,Constance Edwina Cornwallis-West,1877-05-16 00:00:00
Constance Whitney Warren,,1888-01-17 00:00:00
Constance Baker Motley,Constance Baker,1921-09-14 00:00:00
Constand Viljoen,Constand Laubscher Viljoen,1933-10-28 00:00:00
Connie Johnson,Constance Nevlin Johnson,1952-05-11 00:00:00
Constantin Fehrenbach,,1852-01-11 00:00:00
Constantine C. Esty,,"December 26, 1824"
Constantine C. Esty,,"December 26, 1824"
,,1940-06-02 00:00:00
Constantine Joseph Smyth,Constantine Joseph Smyth,1859-12-04 00:00:00
Konstantinos Triaridis,,1937-05-15 00:00:00
Konstantinos Mitsotakis,,1918-10-18 00:00:00
Konstantinos Kollias,,1901
The Marquess of Normanby,,1797-05-15 00:00:00
Consuelo Bland Marshall,Consuelo Bland Arnold,1936-09-28 00:00:00
,,
Consuelo Vanderbilt,,1877-03-02 00:00:00
Consuelo Northrop Bailey,,1899-10-19 00:00:00
Converse Chellis,Converse A. Chellis III,1943-08-10 00:00:00
Cooper Snyder,Harry Cooper Snyder Jr.,1928-07-10 00:00:00
Cora Brown,Cora Mae Brown,1914-04-19 00:00:00
Coral Pietsch,,1947-11-11 00:00:00
Conway R. Sands,Conway Robinson Sands,1860-05-05 00:00:00
Coral Lansbury,Coral Magnolia Lansbury,1929-10-14 00:00:00
The Duchess of Manchester,"María Francisca de la Consolación ""Consuelo"" Yznaga",1853
Cora van Nieuwenhuizen,Cornelia van Nieuwenhuizen,1963-06-12 00:00:00
Cord Byrd,,1971-04-19 00:00:00
,,
Corey L. Maze,,1978-01-04 00:00:00
Cordell Hull,,1871-10-02 00:00:00
Corey Paris,Corey Phillip Paris,", U.S."
Corey Stapleton,,1967-09-17 00:00:00
Corey Johnson,,1982-04-28 00:00:00
Corinne Boyd Riley,,1893-07-04 00:00:00
Corinne Lepage,Corinne Dominique Marguerite Lepage,1951-05-11 00:00:00
Corey Palumbo,Corey Lee Palumbo,1972-08-16 00:00:00
Corinne Alsop Cole,Corinne Douglas Robinson,1886-07-02 00:00:00
Corey Stewart,Corey Alan Stewart,1968-08-01 00:00:00
Cormac J. Carney,Cormac Joseph Carney,1959-05-06 00:00:00
Corky Evans,,1948-01-02 00:00:00
Cornel West,Cornel Ronald West,1953-06-02 00:00:00
Cornelia Bryce Pinchot,Cornelia Elizabeth Bryce,"August 20, 1881"
Corinne Roosevelt Robinson,Corinne Roosevelt,1861-09-27 00:00:00
Cornelia Cole Fairbanks,Cornelia Cole,1852-01-14 00:00:00
Cornelia Barns,Cornelia Baxter Barns,1888-09-25 00:00:00
Cornelia Deaderick Glenn,Cornelia G. Deaderick,"September 4, 1854"
Cornelia Guest,Cornelia Cochrane Churchill Guest,1963-11-28 00:00:00
Cornelia Kennedy,Cornelia Groefsema,1923-08-04 00:00:00
Cornelia Jefferson Randolph,,1799-07-26 00:00:00
Nina Pillard,Cornelia Thayer Livingston Pillard,1961-03-04 00:00:00
Cornelis Willem de Kiewiet,,1902-05-21 00:00:00
Johannes Schuyler Jr.,,1697-10-01 00:00:00
Cornelia Schlosser,Cornelia Friederica Christiana Goethe,1750-12-07 00:00:00
Cornelius Cuyler,,1697-02-14 00:00:00
Cornelia Mary Goodsir,Cornelia Stuyvesant Vanderbilt,1900-08-22 00:00:00
Cornelia Wallace,Cornelia Ellis,1939-01-28 00:00:00
Cornelius A. Cadmus,,1844-10-07 00:00:00
Neal Pickett,Cornelius Augustus Pickett,1902-12-22 00:00:00
Cornelius Augustine McGlennon,,1878-12-10 00:00:00
Cornelius Cole,,1822-09-17 00:00:00
Cornelius H. Hanford,Cornelius Holgate Hanford,1849-04-21 00:00:00
"Sir Cornelius Cuyler, 1st Baronet",,31 October 1740
Cornelius F. Kiernan,,1917-08-15 00:00:00
Cornelius Conway Felton,,1807-11-06 00:00:00
Cornelius Gallagher,Cornelius Edward Gallagher,1921-03-02 00:00:00
Cornelius Darragh,,1809
"Cornelius ""Conn"" Scully",,1878-11-30 00:00:00
Neil Kerwin,,1949-04-10 00:00:00
Cornelius Kingsland Garrison,,1809-03-01 00:00:00
Cornelius Bliss,Cornelius Newton Bliss,1833-01-26 00:00:00
Cornelius Jeremiah Vanderbilt,,1830-12-29 00:00:00
Cornelius T. Jordan,Cornelius Theodore Jordan,1855-12-30 00:00:00
Cornelius P. Van Ness,Cornelius Peter Van Ness,1782-01-26 00:00:00
Cornelius Roosevelt,Cornelius Van Schaack Roosevelt,"January 30, 1794"
Cornelius Van Hemert Engert,Adolf Cornelius van Hemert Engert,1887-12-31 00:00:00
Cornelius Ryan,Cornelius James Ryan,1882
Cornelius V. S. Roosevelt,Cornelius Van Schaack Roosevelt III,1915-10-23 00:00:00
Cornelius T. Young,Cornelius Thomas Young,1908-07-28 00:00:00
Cornelius Lawrence,Cornelius Van Wyck Lawrence,1791-02-28 00:00:00
Cornelius Vanderbilt IV,,1898-04-30 00:00:00
Cornelius Van Steenwyk,,1626-03-16 00:00:00
Cornelius Vanderbilt Whitney,,1899-02-20 00:00:00
Cornelius Vanderbilt,,"May 27, 1794"
Cornelius Vanderbilt II,,1843-11-11 00:00:00
Cornelius Vanderbilt III,,1873-09-05 00:00:00
Cornplanter,,between 1732 and 1746
Cornell William Brooks,,1961 (age 60–61)
Correale Stevens,,1946-10-06 00:00:00
Cortlandt Field Bishop,,1870-11-24 00:00:00
Rev. Cortlandt Van Rensselaer,,"May 26, 1808"
Corrine Brown,,1946-11-11 00:00:00
Cory T. Wilson,Cory Todd Wilson,1970-08-08 00:00:00
Costa M. Pleicones,,1944-02-29 00:00:00
Costante Degan,,1930-03-12 00:00:00
Costa M. Pleicones,,1944-02-29 00:00:00
Cory McCray,,1982-10-31 00:00:00
The Duke of Gordon,,1720-04-20 00:00:00
Kostas Simitis,,1936-06-23 00:00:00
The Marquis de Lasteyrie,Guy Louis Jules de Lasteyrie du Saillant,1879-10-03 00:00:00
Courtney Combs,,1945-08-02 00:00:00
The Duchess of Devonshire,"Luise Friederike Auguste, Countess von Alten",15 June 1832
Courtney Simmons Elwood,,1968-06-06 00:00:00
Courtney Reum,,July 8
Courtlandt Nicoll,,1880-12-02 00:00:00
Courtney Watson,,1962-09-08 00:00:00
Cowboy Pink Williams,,1892-04-09 00:00:00
Coya Knutson,Cornelia Genevive Gjesdal,1912-08-22 00:00:00
Craig Barrett,,1939-08-29 00:00:00
Cowles Mead,,1776-10-18 00:00:00
Craig Anthony Washington,Craig Anthony Washington,1941-10-12 00:00:00
Coy Payne,,"May 22, 1929"
Craig Johnson,,1953-11-22 00:00:00
Craig M. DeRoche,,1970-10-04 00:00:00
Craig L. Thomas,Craig Lyle Thomas,1933-02-17 00:00:00
Craig Kielburger,Craig Kielburger,1982-12-17 00:00:00
Craig Laundy,,1971-02-16 00:00:00
Craig Cloud,,
Craig M. Johnson,,1971-04-21 00:00:00
Craig McNamara,Robert Craig McNamara,
Craig Mullaney,,1978
Craig Mackinlay,,1966-10-07 00:00:00
Craig Roberts Stapleton,,1945 (age 76–77)
Sir Craig Reedie,Craig Collins Reedie,1941-05-06 00:00:00
Craig Scott,,1962-03-14 00:00:00
Craig Newbold,,1948-07-31 00:00:00
Craig Trively Enoch,,1950-04-03 00:00:00
Craig Anthony Washington,Craig Anthony Washington,1941-10-12 00:00:00
Craig T. James,Craig Taylor James,1941-05-05 00:00:00
Craig Tracey,Craig Paul Tracey,1974-08-21 00:00:00
Craig Whittaker,Craig Whittaker,1962-08-30 00:00:00
Craig Williams,,1985-06-07 00:00:00
Creigh Deeds,Robert Creigh Deeds,1958-01-04 00:00:00
Crawford Collins Martin,,1916-03-13 00:00:00
,,1962-04-21 00:00:00
Creighton Burns,Creighton Lee Burns,1925-03-19 00:00:00
Cresswell Shearer,,1874-05-24 00:00:00
Crispin Blunt,Crispin Jeremy Rupert Blunt,1960-07-15 00:00:00
Cristóbal Alex,,
Cressie H. Thigpen,"Cressie H. Thigpen, Jr.",1946-08-12 00:00:00
Cristóbal Montoro,,1950-07-28 00:00:00
Cris Dush,,1961-03-01 00:00:00
Crispin Wright,,21 December 1942 (age 79)
Cristóbal Montoro,,1950-07-28 00:00:00
Cristina Adriana Bejan,,1982 (age 39–40)
Cristóbal Montoro,,1950-07-28 00:00:00
Cristina Narbona,,1951-07-29 00:00:00
Cristina Rodríguez,,1973-02-03 00:00:00
Cristina Husmark Pehrsson,,1947-04-15 00:00:00
The Duke of Sutherland,,1851-07-20 00:00:00
,,
Crosby M. Black,,"June 15, 1866"
Crit Luallen,,1952-07-21 00:00:00
Cropley Ashley-Cooper,,21 December 1768
Crystal Peoples-Stokes,,1951-12-22 00:00:00
Curren Price,,1950-12-16 00:00:00
Culver Kidd Jr.,Edwards Culver Kidd Jr.,"July 17, 1914"
Crystal Hudson,,1983-04-14 00:00:00
Curry C. Carter,,"April 17, 1892"
Curren Price,,1950-12-16 00:00:00
Culbert Olson,Culbert Levy Olson,1876-11-07 00:00:00
Curt Bowley,,1954-08-10 00:00:00
Curtis Gilbert Levine,,1947-11-21 00:00:00
Curt Hagman,Curtis Christopher Hagman,1965-01-02 00:00:00
Curt Pringle,,1959-06-27 00:00:00
Curt T. Schneider,,1943-10-12 00:00:00
Curt von François,,1852-10-02 00:00:00
Curt Schroder,,1961 (age 60–61)
Curt VanderWall,,1961-11-03 00:00:00
Curtis Bok,William Curtis Bok,1897-09-07 00:00:00
Curtin Winsor Jr.,,1939-04-28 00:00:00
Curtis B. Richardson,,1956-10-08 00:00:00
Curtis Bill Pepper,Curtis Bill Pepper,1917-08-30 00:00:00
Curtis Coe Bean,,1828-01-04 00:00:00
Curtis E. Gannon,,1973-10-07 00:00:00
Curtis Bean Dall,,1896-10-24 00:00:00
Curtis Guild Jr.,,1860-02-02 00:00:00
Curtis D. Wilbur,Curtis Dwight Wilbur,1867-05-10 00:00:00
Curtis Hill,Curtis Theophilus Hill Jr.,1960/1961 (age 60–61)
Curtis Hooks Brogden,Curtis Hooks Brogden,"November 6, 1816"
Curtis Hertel,,1953-03-07 00:00:00
Curtis L. Waller,Curtis Longino Waller,1887-01-09 00:00:00
Curtis Harvey Castle,,1848-10-04 00:00:00
Curtis Hertel Jr.,,1978-01-09 00:00:00
Curtis Loftis,,1958-09-08 00:00:00
Curtis L. Waller,Curtis Longino Waller,1887-01-09 00:00:00
Curtis B. Richardson,,1956-10-08 00:00:00
Curtis J. Jones Jr.,,", "
Curtis Lynn Collier,,1949 (age 72–73)
Curtis Roosevelt,Curtis Roosevelt Dall,1930-04-19 00:00:00
Cushman Davis,Cushman Kellogg Davis,1838-06-16 00:00:00
Curtis Warren Kamman,,1939-01-15 00:00:00
Curtis Warren Kamman,,1939-01-15 00:00:00
